base_run_id,attack_dataset_id,attack_type,attacker_ratio,num_attackers,overlay_rows,synthetic_rows,attack_start_time,output
run_001001,run_001001__impersonation_10,impersonation,0.1,,23969,0,120.0,dataset/overlays/run_001001/impersonation_10/attack_overlay.csv
run_001001,run_001001__impersonation_20,impersonation,0.2,,53545,0,120.0,dataset/overlays/run_001001/impersonation_20/attack_overlay.csv
run_001001,run_001001__impersonation_30,impersonation,0.3,,79514,0,120.0,dataset/overlays/run_001001/impersonation_30/attack_overlay.csv
run_001001,run_001001__impersonation_5,impersonation,0.05,,13238,0,120.0,dataset/overlays/run_001001/impersonation_5/attack_overlay.csv
run_001001,run_001001__impossible_kinematics_10,impossible_kinematics,0.1,,29967,0,120.0,dataset/overlays/run_001001/impossible_kinematics_10/attack_overlay.csv
run_001001,run_001001__impossible_kinematics_20,impossible_kinematics,0.2,,42376,0,120.0,dataset/overlays/run_001001/impossible_kinematics_20/attack_overlay.csv
run_001001,run_001001__impossible_kinematics_30,impossible_kinematics,0.3,,78240,0,120.0,dataset/overlays/run_001001/impossible_kinematics_30/attack_overlay.csv
run_001001,run_001001__impossible_kinematics_5,impossible_kinematics,0.05,,12141,0,120.0,dataset/overlays/run_001001/impossible_kinematics_5/attack_overlay.csv
run_001001,run_001001__lane_spoofing_10,lane_spoofing,0.1,,25939,0,120.0,dataset/overlays/run_001001/lane_spoofing_10/attack_overlay.csv
run_001001,run_001001__lane_spoofing_20,lane_spoofing,0.2,,50602,0,120.0,dataset/overlays/run_001001/lane_spoofing_20/attack_overlay.csv
run_001001,run_001001__lane_spoofing_30,lane_spoofing,0.3,,80317,0,120.0,dataset/overlays/run_001001/lane_spoofing_30/attack_overlay.csv
run_001001,run_001001__lane_spoofing_5,lane_spoofing,0.05,,13137,0,120.0,dataset/overlays/run_001001/lane_spoofing_5/attack_overlay.csv
run_001001,run_001001__map_location_spoofing_10,map_location_spoofing,0.1,,24803,0,120.0,dataset/overlays/run_001001/map_location_spoofing_10/attack_overlay.csv
run_001001,run_001001__map_location_spoofing_20,map_location_spoofing,0.2,,51833,0,120.0,dataset/overlays/run_001001/map_location_spoofing_20/attack_overlay.csv
run_001001,run_001001__map_location_spoofing_30,map_location_spoofing,0.3,,71085,0,120.0,dataset/overlays/run_001001/map_location_spoofing_30/attack_overlay.csv
run_001001,run_001001__map_location_spoofing_5,map_location_spoofing,0.05,,13337,0,120.0,dataset/overlays/run_001001/map_location_spoofing_5/attack_overlay.csv
run_001001,run_001001__object_position_shift_10,object_position_shift,0.1,,29200,0,120.0,dataset/overlays/run_001001/object_position_shift_10/attack_overlay.csv
run_001001,run_001001__object_position_shift_20,object_position_shift,0.2,,56695,0,120.0,dataset/overlays/run_001001/object_position_shift_20/attack_overlay.csv
run_001001,run_001001__object_position_shift_30,object_position_shift,0.3,,78687,0,120.0,dataset/overlays/run_001001/object_position_shift_30/attack_overlay.csv
run_001001,run_001001__object_position_shift_5,object_position_shift,0.05,,15582,0,120.0,dataset/overlays/run_001001/object_position_shift_5/attack_overlay.csv
run_001001,run_001001__position_offset_10,position_offset,0.1,,29315,0,120.0,dataset/overlays/run_001001/position_offset_10/attack_overlay.csv
run_001001,run_001001__position_offset_20,position_offset,0.2,,52152,0,120.0,dataset/overlays/run_001001/position_offset_20/attack_overlay.csv
run_001001,run_001001__position_offset_30,position_offset,0.3,,77471,0,120.0,dataset/overlays/run_001001/position_offset_30/attack_overlay.csv
run_001001,run_001001__position_offset_5,position_offset,0.05,,13660,0,120.0,dataset/overlays/run_001001/position_offset_5/attack_overlay.csv
run_001001,run_001001__pseudonym_abuse_10,pseudonym_abuse,0.1,,25685,0,120.0,dataset/overlays/run_001001/pseudonym_abuse_10/attack_overlay.csv
run_001001,run_001001__pseudonym_abuse_20,pseudonym_abuse,0.2,,49839,0,120.0,dataset/overlays/run_001001/pseudonym_abuse_20/attack_overlay.csv
run_001001,run_001001__pseudonym_abuse_30,pseudonym_abuse,0.3,,79590,0,120.0,dataset/overlays/run_001001/pseudonym_abuse_30/attack_overlay.csv
run_001001,run_001001__pseudonym_abuse_5,pseudonym_abuse,0.05,,8496,0,120.0,dataset/overlays/run_001001/pseudonym_abuse_5/attack_overlay.csv
run_001001,run_001001__random_position_10,random_position,0.1,,25476,0,120.0,dataset/overlays/run_001001/random_position_10/attack_overlay.csv
run_001001,run_001001__random_position_20,random_position,0.2,,53205,0,120.0,dataset/overlays/run_001001/random_position_20/attack_overlay.csv
run_001001,run_001001__random_position_30,random_position,0.3,,73188,0,120.0,dataset/overlays/run_001001/random_position_30/attack_overlay.csv
run_001001,run_001001__random_position_5,random_position,0.05,,8556,0,120.0,dataset/overlays/run_001001/random_position_5/attack_overlay.csv
run_001001,run_001001__replay_10,replay,0.1,,24258,0,120.0,dataset/overlays/run_001001/replay_10/attack_overlay.csv
run_001001,run_001001__replay_20,replay,0.2,,50162,0,120.0,dataset/overlays/run_001001/replay_20/attack_overlay.csv
run_001001,run_001001__replay_30,replay,0.3,,83024,0,120.0,dataset/overlays/run_001001/replay_30/attack_overlay.csv
run_001001,run_001001__replay_5,replay,0.05,,13792,0,120.0,dataset/overlays/run_001001/replay_5/attack_overlay.csv
run_001001,run_001001__speed_manipulation_10,speed_manipulation,0.1,,28129,0,120.0,dataset/overlays/run_001001/speed_manipulation_10/attack_overlay.csv
run_001001,run_001001__speed_manipulation_20,speed_manipulation,0.2,,50497,0,120.0,dataset/overlays/run_001001/speed_manipulation_20/attack_overlay.csv
run_001001,run_001001__speed_manipulation_30,speed_manipulation,0.3,,66419,0,120.0,dataset/overlays/run_001001/speed_manipulation_30/attack_overlay.csv
run_001001,run_001001__speed_manipulation_5,speed_manipulation,0.05,,11074,0,120.0,dataset/overlays/run_001001/speed_manipulation_5/attack_overlay.csv
run_001001,run_001001__stale_message_replay_10,stale_message_replay,0.1,,24470,0,120.0,dataset/overlays/run_001001/stale_message_replay_10/attack_overlay.csv
run_001001,run_001001__stale_message_replay_20,stale_message_replay,0.2,,47594,0,120.0,dataset/overlays/run_001001/stale_message_replay_20/attack_overlay.csv
run_001001,run_001001__stale_message_replay_30,stale_message_replay,0.3,,76320,0,120.0,dataset/overlays/run_001001/stale_message_replay_30/attack_overlay.csv
run_001001,run_001001__stale_message_replay_5,stale_message_replay,0.05,,12286,0,120.0,dataset/overlays/run_001001/stale_message_replay_5/attack_overlay.csv
run_001001,run_001001__sybil_10,sybil,0.1,,22435,0,120.0,dataset/overlays/run_001001/sybil_10/attack_overlay.csv
run_001001,run_001001__sybil_20,sybil,0.2,,53418,0,120.0,dataset/overlays/run_001001/sybil_20/attack_overlay.csv
run_001001,run_001001__sybil_30,sybil,0.3,,72687,0,120.0,dataset/overlays/run_001001/sybil_30/attack_overlay.csv
run_001001,run_001001__sybil_5,sybil,0.05,,13509,0,120.0,dataset/overlays/run_001001/sybil_5/attack_overlay.csv
run_001001,run_001001__timestamp_shift_10,timestamp_shift,0.1,,22654,0,120.0,dataset/overlays/run_001001/timestamp_shift_10/attack_overlay.csv
run_001001,run_001001__timestamp_shift_20,timestamp_shift,0.2,,48494,0,120.0,dataset/overlays/run_001001/timestamp_shift_20/attack_overlay.csv
run_001001,run_001001__timestamp_shift_30,timestamp_shift,0.3,,73074,0,120.0,dataset/overlays/run_001001/timestamp_shift_30/attack_overlay.csv
run_001001,run_001001__timestamp_shift_5,timestamp_shift,0.05,,11127,0,120.0,dataset/overlays/run_001001/timestamp_shift_5/attack_overlay.csv
run_001002,run_001002__acceleration_manipulation_10,acceleration_manipulation,0.1,,26620,0,120.0,dataset/overlays/run_001002/acceleration_manipulation_10/attack_overlay.csv
run_001002,run_001002__acceleration_manipulation_20,acceleration_manipulation,0.2,,66115,0,120.0,dataset/overlays/run_001002/acceleration_manipulation_20/attack_overlay.csv
run_001002,run_001002__acceleration_manipulation_30,acceleration_manipulation,0.3,,79841,0,120.0,dataset/overlays/run_001002/acceleration_manipulation_30/attack_overlay.csv
run_001002,run_001002__acceleration_manipulation_5,acceleration_manipulation,0.05,,9998,0,120.0,dataset/overlays/run_001002/acceleration_manipulation_5/attack_overlay.csv
run_001002,run_001002__beacon_rate_abuse_10,beacon_rate_abuse,0.1,,47806,23903,120.0,dataset/overlays/run_001002/beacon_rate_abuse_10/attack_overlay.csv
run_001002,run_001002__beacon_rate_abuse_20,beacon_rate_abuse,0.2,,106266,53133,120.0,dataset/overlays/run_001002/beacon_rate_abuse_20/attack_overlay.csv
run_001002,run_001002__beacon_rate_abuse_30,beacon_rate_abuse,0.3,,153634,76817,120.0,dataset/overlays/run_001002/beacon_rate_abuse_30/attack_overlay.csv
run_001002,run_001002__beacon_rate_abuse_5,beacon_rate_abuse,0.05,,27498,13749,120.0,dataset/overlays/run_001002/beacon_rate_abuse_5/attack_overlay.csv
run_001002,run_001002__constant_position_10,constant_position,0.1,,27250,0,120.0,dataset/overlays/run_001002/constant_position_10/attack_overlay.csv
run_001002,run_001002__constant_position_20,constant_position,0.2,,54929,0,120.0,dataset/overlays/run_001002/constant_position_20/attack_overlay.csv
run_001002,run_001002__constant_position_30,constant_position,0.3,,70343,0,120.0,dataset/overlays/run_001002/constant_position_30/attack_overlay.csv
run_001002,run_001002__constant_position_5,constant_position,0.05,,18552,0,120.0,dataset/overlays/run_001002/constant_position_5/attack_overlay.csv
run_001002,run_001002__delayed_message_10,delayed_message,0.1,,23040,0,120.0,dataset/overlays/run_001002/delayed_message_10/attack_overlay.csv
run_001002,run_001002__delayed_message_20,delayed_message,0.2,,60152,0,120.0,dataset/overlays/run_001002/delayed_message_20/attack_overlay.csv
run_001002,run_001002__delayed_message_30,delayed_message,0.3,,73491,0,120.0,dataset/overlays/run_001002/delayed_message_30/attack_overlay.csv
run_001002,run_001002__delayed_message_5,delayed_message,0.05,,15230,0,120.0,dataset/overlays/run_001002/delayed_message_5/attack_overlay.csv
run_001002,run_001002__eventual_stop_10,eventual_stop,0.1,,21319,0,120.0,dataset/overlays/run_001002/eventual_stop_10/attack_overlay.csv
run_001002,run_001002__eventual_stop_20,eventual_stop,0.2,,46051,0,120.0,dataset/overlays/run_001002/eventual_stop_20/attack_overlay.csv
run_001002,run_001002__eventual_stop_30,eventual_stop,0.3,,83164,0,120.0,dataset/overlays/run_001002/eventual_stop_30/attack_overlay.csv
run_001002,run_001002__eventual_stop_5,eventual_stop,0.05,,12309,0,120.0,dataset/overlays/run_001002/eventual_stop_5/attack_overlay.csv
run_001002,run_001002__false_brake_event_10,false_brake_event,0.1,,28071,0,120.0,dataset/overlays/run_001002/false_brake_event_10/attack_overlay.csv
run_001002,run_001002__false_brake_event_20,false_brake_event,0.2,,57388,0,120.0,dataset/overlays/run_001002/false_brake_event_20/attack_overlay.csv
run_001002,run_001002__false_brake_event_30,false_brake_event,0.3,,87360,0,120.0,dataset/overlays/run_001002/false_brake_event_30/attack_overlay.csv
run_001002,run_001002__false_brake_event_5,false_brake_event,0.05,,13573,0,120.0,dataset/overlays/run_001002/false_brake_event_5/attack_overlay.csv
run_001002,run_001002__false_emergency_vehicle_10,false_emergency_vehicle,0.1,,3648,0,120.0,dataset/overlays/run_001002/false_emergency_vehicle_10/attack_overlay.csv
run_001002,run_001002__false_emergency_vehicle_20,false_emergency_vehicle,0.2,,56310,0,120.0,dataset/overlays/run_001002/false_emergency_vehicle_20/attack_overlay.csv
run_001002,run_001002__false_emergency_vehicle_30,false_emergency_vehicle,0.3,,79925,0,120.0,dataset/overlays/run_001002/false_emergency_vehicle_30/attack_overlay.csv
run_001002,run_001002__false_emergency_vehicle_5,false_emergency_vehicle,0.05,,13054,0,120.0,dataset/overlays/run_001002/false_emergency_vehicle_5/attack_overlay.csv
run_001002,run_001002__false_hazard_event_10,false_hazard_event,0.1,,25519,0,120.0,dataset/overlays/run_001002/false_hazard_event_10/attack_overlay.csv
run_001002,run_001002__false_hazard_event_20,false_hazard_event,0.2,,55035,0,120.0,dataset/overlays/run_001002/false_hazard_event_20/attack_overlay.csv
run_001002,run_001002__false_hazard_event_30,false_hazard_event,0.3,,76244,0,120.0,dataset/overlays/run_001002/false_hazard_event_30/attack_overlay.csv
run_001002,run_001002__false_hazard_event_5,false_hazard_event,0.05,,10302,0,120.0,dataset/overlays/run_001002/false_hazard_event_5/attack_overlay.csv
run_001002,run_001002__false_object_injection_10,false_object_injection,0.1,,25252,0,120.0,dataset/overlays/run_001002/false_object_injection_10/attack_overlay.csv
run_001002,run_001002__false_object_injection_20,false_object_injection,0.2,,50838,0,120.0,dataset/overlays/run_001002/false_object_injection_20/attack_overlay.csv
run_001002,run_001002__false_object_injection_30,false_object_injection,0.3,,75035,0,120.0,dataset/overlays/run_001002/false_object_injection_30/attack_overlay.csv
run_001002,run_001002__false_object_injection_5,false_object_injection,0.05,,13347,0,120.0,dataset/overlays/run_001002/false_object_injection_5/attack_overlay.csv
run_001002,run_001002__flooding_ddos_10,flooding_ddos,0.1,,125970,100776,120.0,dataset/overlays/run_001002/flooding_ddos_10/attack_overlay.csv
run_001002,run_001002__flooding_ddos_20,flooding_ddos,0.2,,279895,223916,120.0,dataset/overlays/run_001002/flooding_ddos_20/attack_overlay.csv
run_001002,run_001002__flooding_ddos_30,flooding_ddos,0.3,,459730,367784,120.0,dataset/overlays/run_001002/flooding_ddos_30/attack_overlay.csv
run_001002,run_001002__flooding_ddos_5,flooding_ddos,0.05,,53560,42848,120.0,dataset/overlays/run_001002/flooding_ddos_5/attack_overlay.csv
run_001002,run_001002__ghost_vehicle_10,ghost_vehicle,0.1,,49082,24541,120.0,dataset/overlays/run_001002/ghost_vehicle_10/attack_overlay.csv
run_001002,run_001002__ghost_vehicle_20,ghost_vehicle,0.2,,108192,54096,120.0,dataset/overlays/run_001002/ghost_vehicle_20/attack_overlay.csv
run_001002,run_001002__ghost_vehicle_30,ghost_vehicle,0.3,,158098,79049,120.0,dataset/overlays/run_001002/ghost_vehicle_30/attack_overlay.csv
run_001002,run_001002__ghost_vehicle_5,ghost_vehicle,0.05,,23720,11860,120.0,dataset/overlays/run_001002/ghost_vehicle_5/attack_overlay.csv
run_001002,run_001002__gnss_spoofing_10,gnss_spoofing,0.1,,24835,0,120.0,dataset/overlays/run_001002/gnss_spoofing_10/attack_overlay.csv
run_001002,run_001002__gnss_spoofing_20,gnss_spoofing,0.2,,52874,0,120.0,dataset/overlays/run_001002/gnss_spoofing_20/attack_overlay.csv
run_001002,run_001002__gnss_spoofing_30,gnss_spoofing,0.3,,91290,0,120.0,dataset/overlays/run_001002/gnss_spoofing_30/attack_overlay.csv
run_001002,run_001002__gnss_spoofing_5,gnss_spoofing,0.05,,11858,0,120.0,dataset/overlays/run_001002/gnss_spoofing_5/attack_overlay.csv
run_001002,run_001002__heading_manipulation_10,heading_manipulation,0.1,,22642,0,120.0,dataset/overlays/run_001002/heading_manipulation_10/attack_overlay.csv
run_001002,run_001002__heading_manipulation_20,heading_manipulation,0.2,,45909,0,120.0,dataset/overlays/run_001002/heading_manipulation_20/attack_overlay.csv
run_001002,run_001002__heading_manipulation_30,heading_manipulation,0.3,,80523,0,120.0,dataset/overlays/run_001002/heading_manipulation_30/attack_overlay.csv
run_001002,run_001002__heading_manipulation_5,heading_manipulation,0.05,,11271,0,120.0,dataset/overlays/run_001002/heading_manipulation_5/attack_overlay.csv
run_001002,run_001002__impersonation_10,impersonation,0.1,,25613,0,120.0,dataset/overlays/run_001002/impersonation_10/attack_overlay.csv
run_001002,run_001002__impersonation_20,impersonation,0.2,,48633,0,120.0,dataset/overlays/run_001002/impersonation_20/attack_overlay.csv
run_001002,run_001002__impersonation_30,impersonation,0.3,,78696,0,120.0,dataset/overlays/run_001002/impersonation_30/attack_overlay.csv
run_001002,run_001002__impersonation_5,impersonation,0.05,,12745,0,120.0,dataset/overlays/run_001002/impersonation_5/attack_overlay.csv
run_001002,run_001002__impossible_kinematics_10,impossible_kinematics,0.1,,24623,0,120.0,dataset/overlays/run_001002/impossible_kinematics_10/attack_overlay.csv
run_001002,run_001002__impossible_kinematics_20,impossible_kinematics,0.2,,44758,0,120.0,dataset/overlays/run_001002/impossible_kinematics_20/attack_overlay.csv
run_001002,run_001002__impossible_kinematics_30,impossible_kinematics,0.3,,80787,0,120.0,dataset/overlays/run_001002/impossible_kinematics_30/attack_overlay.csv
run_001002,run_001002__impossible_kinematics_5,impossible_kinematics,0.05,,14988,0,120.0,dataset/overlays/run_001002/impossible_kinematics_5/attack_overlay.csv
run_001002,run_001002__lane_spoofing_10,lane_spoofing,0.1,,26257,0,120.0,dataset/overlays/run_001002/lane_spoofing_10/attack_overlay.csv
run_001002,run_001002__lane_spoofing_20,lane_spoofing,0.2,,44266,0,120.0,dataset/overlays/run_001002/lane_spoofing_20/attack_overlay.csv
run_001002,run_001002__lane_spoofing_30,lane_spoofing,0.3,,77273,0,120.0,dataset/overlays/run_001002/lane_spoofing_30/attack_overlay.csv
run_001002,run_001002__lane_spoofing_5,lane_spoofing,0.05,,12894,0,120.0,dataset/overlays/run_001002/lane_spoofing_5/attack_overlay.csv
run_001002,run_001002__map_location_spoofing_10,map_location_spoofing,0.1,,27093,0,120.0,dataset/overlays/run_001002/map_location_spoofing_10/attack_overlay.csv
run_001002,run_001002__map_location_spoofing_20,map_location_spoofing,0.2,,53236,0,120.0,dataset/overlays/run_001002/map_location_spoofing_20/attack_overlay.csv
run_001002,run_001002__map_location_spoofing_30,map_location_spoofing,0.3,,80957,0,120.0,dataset/overlays/run_001002/map_location_spoofing_30/attack_overlay.csv
run_001002,run_001002__map_location_spoofing_5,map_location_spoofing,0.05,,14269,0,120.0,dataset/overlays/run_001002/map_location_spoofing_5/attack_overlay.csv
run_001002,run_001002__object_position_shift_10,object_position_shift,0.1,,22812,0,120.0,dataset/overlays/run_001002/object_position_shift_10/attack_overlay.csv
run_001002,run_001002__object_position_shift_20,object_position_shift,0.2,,53782,0,120.0,dataset/overlays/run_001002/object_position_shift_20/attack_overlay.csv
run_001002,run_001002__object_position_shift_30,object_position_shift,0.3,,83649,0,120.0,dataset/overlays/run_001002/object_position_shift_30/attack_overlay.csv
run_001002,run_001002__object_position_shift_5,object_position_shift,0.05,,11978,0,120.0,dataset/overlays/run_001002/object_position_shift_5/attack_overlay.csv
run_001002,run_001002__position_offset_10,position_offset,0.1,,30619,0,120.0,dataset/overlays/run_001002/position_offset_10/attack_overlay.csv
run_001002,run_001002__position_offset_20,position_offset,0.2,,49110,0,120.0,dataset/overlays/run_001002/position_offset_20/attack_overlay.csv
run_001002,run_001002__position_offset_30,position_offset,0.3,,85888,0,120.0,dataset/overlays/run_001002/position_offset_30/attack_overlay.csv
run_001002,run_001002__position_offset_5,position_offset,0.05,,11394,0,120.0,dataset/overlays/run_001002/position_offset_5/attack_overlay.csv
run_001002,run_001002__pseudonym_abuse_10,pseudonym_abuse,0.1,,28998,0,120.0,dataset/overlays/run_001002/pseudonym_abuse_10/attack_overlay.csv
run_001002,run_001002__pseudonym_abuse_20,pseudonym_abuse,0.2,,48665,0,120.0,dataset/overlays/run_001002/pseudonym_abuse_20/attack_overlay.csv
run_001002,run_001002__pseudonym_abuse_30,pseudonym_abuse,0.3,,82513,0,120.0,dataset/overlays/run_001002/pseudonym_abuse_30/attack_overlay.csv
run_001002,run_001002__pseudonym_abuse_5,pseudonym_abuse,0.05,,13550,0,120.0,dataset/overlays/run_001002/pseudonym_abuse_5/attack_overlay.csv
run_001002,run_001002__random_position_10,random_position,0.1,,27913,0,120.0,dataset/overlays/run_001002/random_position_10/attack_overlay.csv
run_001002,run_001002__random_position_20,random_position,0.2,,53210,0,120.0,dataset/overlays/run_001002/random_position_20/attack_overlay.csv
run_001002,run_001002__random_position_30,random_position,0.3,,82363,0,120.0,dataset/overlays/run_001002/random_position_30/attack_overlay.csv
